Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.829440715593997,0.8378995433789955,0.780721454615409,0.8214066653036189,0.7994913498198047,0.8046129374337222,0,0.0,0,0.0,1426
Medium,89,0.7881778659694807,0.8333333333333334,0.5890734420332215,0.6,0.651023297491868,0.6666666666666666,1,1.1235955056179776,3,3.3707865168539324,973
Tail,69,0.5835058661145617,0.75,0.36594202898550726,0.3333333333333333,0.42212183951314386,0.5,25,36.231884057971016,10,14.492753623188406,183
