Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.8190079699553503,0.8133333333333334,0.7651909481938949,0.7789473684210526,0.7870474772573649,0.7894736842105263,0,0.0,0,0.0,3258
Medium,77,0.8011289764043976,0.8,0.5868166530059898,0.5714285714285714,0.657841662243717,0.6666666666666666,0,0.0,2,2.5974025974025974,785
Tail,66,0.5611832611832612,0.6666666666666666,0.4156565656565656,0.5,0.45362390135117403,0.5,23,34.84848484848485,9,13.636363636363635,172
