Technique_ID,Original_Train_Support,Frequency_Group,Augmented_Train_Support,Validation_Support,Test_Support,TP,FP,FN,Precision,Recall,F1,Threshold,Threshold_Fallback
T1003,150,Head,134,19,37,29,1,8,0.9666666666666667,0.7837837837837838,0.8656716417910447,0.55,True
T1005,89,Medium,115,11,22,7,10,15,0.4117647058823529,0.3181818181818182,0.358974358974359,0.4,False
T1012,33,Medium,116,4,8,4,0,4,1.0,0.5,0.6666666666666666,0.55,True
T1016,53,Medium,115,7,13,8,4,5,0.6666666666666666,0.6153846153846154,0.64,0.48,False
T1021,138,Head,128,17,34,23,4,11,0.8518518518518519,0.6764705882352942,0.7540983606557378,0.55,True
T1027,870,Head,791,109,218,149,40,69,0.7883597883597884,0.6834862385321101,0.7321867321867321,0.55,True
T1033,52,Medium,118,7,13,5,4,8,0.5555555555555556,0.38461538461538464,0.4545454545454546,0.55,False
T1036,101,Head,114,13,25,12,1,13,0.9230769230769231,0.48,0.631578947368421,0.55,True
T1041,116,Head,114,15,29,11,5,18,0.6875,0.3793103448275862,0.4888888888888889,0.55,True
T1047,94,Medium,114,12,24,17,14,7,0.5483870967741935,0.7083333333333334,0.6181818181818182,0.34,False
T1053,138,Head,125,17,35,26,0,9,1.0,0.7428571428571429,0.8524590163934427,0.55,True
T1055,379,Head,340,47,95,68,5,27,0.9315068493150684,0.7157894736842105,0.8095238095238095,0.55,True
T1056,63,Medium,115,8,16,9,6,7,0.6,0.5625,0.5806451612903225,0.37,False
T1057,94,Medium,114,12,24,17,1,7,0.9444444444444444,0.7083333333333334,0.8095238095238096,0.5,False
T1059,372,Head,363,47,93,55,18,38,0.7534246575342466,0.5913978494623656,0.6626506024096386,0.55,True
T1068,13,Tail,114,2,3,2,0,1,1.0,0.6666666666666666,0.8,0.55,True
T1070,104,Head,114,13,26,11,4,15,0.7333333333333333,0.4230769230769231,0.5365853658536585,0.55,True
T1071,203,Head,184,25,51,32,5,19,0.8648648648648649,0.6274509803921569,0.7272727272727273,0.55,True
T1072,15,Tail,114,2,4,1,0,3,1.0,0.25,0.4,0.55,True
T1074,39,Medium,119,5,10,5,1,5,0.8333333333333334,0.5,0.625,0.55,False
T1078,222,Head,217,28,56,30,8,26,0.7894736842105263,0.5357142857142857,0.6382978723404255,0.55,True
T1082,146,Head,173,18,36,16,4,20,0.8,0.4444444444444444,0.5714285714285714,0.55,True
T1083,124,Head,120,16,31,13,3,18,0.8125,0.41935483870967744,0.5531914893617021,0.55,True
T1090,191,Head,167,24,48,29,4,19,0.8787878787878788,0.6041666666666666,0.7160493827160493,0.55,True
T1095,69,Medium,114,9,17,12,1,5,0.9230769230769231,0.7058823529411765,0.8000000000000002,0.66,False
T1105,355,Head,324,44,89,57,10,32,0.8507462686567164,0.6404494382022472,0.7307692307692307,0.55,True
T1106,254,Head,244,32,64,28,8,36,0.7777777777777778,0.4375,0.56,0.55,True
T1110,72,Medium,116,9,18,8,4,10,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.42,False
T1112,141,Head,131,18,35,22,3,13,0.88,0.6285714285714286,0.7333333333333334,0.55,True
T1113,42,Medium,118,5,11,4,17,7,0.19047619047619047,0.36363636363636365,0.25,0.28,False
T1140,548,Head,485,69,137,100,13,37,0.8849557522123894,0.7299270072992701,0.8,0.55,True
T1190,78,Medium,114,10,20,12,0,8,1.0,0.6,0.7499999999999999,0.48,False
T1204,130,Head,118,16,32,18,2,14,0.9,0.5625,0.6923076923076923,0.55,True
T1210,20,Medium,114,3,5,2,1,3,0.6666666666666666,0.4,0.5,0.55,True
T1218,67,Medium,114,8,17,10,19,7,0.3448275862068966,0.5882352941176471,0.4347826086956522,0.34,False
T1219,78,Medium,116,10,19,17,51,2,0.25,0.8947368421052632,0.3908045977011494,0.25,False
T1484,32,Medium,114,4,8,7,0,1,1.0,0.875,0.9333333333333333,0.55,True
T1518,49,Medium,114,6,12,11,2,1,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.42,False
T1543,66,Medium,117,8,17,12,4,5,0.75,0.7058823529411765,0.7272727272727272,0.5,False
T1547,92,Medium,114,12,23,18,3,5,0.8571428571428571,0.782608695652174,0.8181818181818182,0.49,False
T1548,35,Medium,114,4,9,7,1,2,0.875,0.7777777777777778,0.823529411764706,0.55,True
T1552,32,Medium,114,4,8,6,3,2,0.6666666666666666,0.75,0.7058823529411765,0.55,True
T1557,8,Tail,114,1,2,0,0,2,0.0,0.0,0.0,0.55,True
T1562,124,Head,126,16,31,17,1,14,0.9444444444444444,0.5483870967741935,0.6938775510204082,0.55,True
T1564,24,Medium,117,3,6,4,0,2,1.0,0.6666666666666666,0.8,0.55,True
T1566,122,Head,114,15,31,19,4,12,0.8260869565217391,0.6129032258064516,0.7037037037037037,0.55,True
T1569,30,Medium,115,4,8,4,1,4,0.8,0.5,0.6153846153846154,0.55,True
T1570,83,Medium,114,10,21,13,16,8,0.4482758620689655,0.6190476190476191,0.52,0.36,False
T1573,82,Medium,115,10,21,7,3,14,0.7,0.3333333333333333,0.45161290322580644,0.5,False
T1574,101,Head,114,13,25,16,1,9,0.9411764705882353,0.64,0.7619047619047621,0.55,True
