Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.8367950000026665,0.8507423117709438,0.8171002772619244,0.8256079027355623,0.8234583506253335,0.8372274143302181,0,0.0,0,0.0,1426
Medium,89,0.8048019459079744,0.8181818181818182,0.6580809468005183,0.7,0.7031992389984092,0.7368421052631579,0,0.0,2,2.247191011235955,973
Tail,69,0.5475845410628019,0.6666666666666666,0.3671497584541063,0.3333333333333333,0.4151023694501955,0.4444444444444444,25,36.231884057971016,7,10.144927536231885,183
