Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.8029604790581893,0.7953488372093023,0.7985025090413648,0.8157674028515516,0.7971186112827756,0.8110119047619048,0,0.0,0,0.0,1426
Medium,89,0.7146462071659256,0.7142857142857143,0.6074310182960537,0.6363636363636364,0.6392463411833452,0.6666666666666666,3,3.3707865168539324,3,3.3707865168539324,973
Tail,69,0.4384057971014493,0.5,0.2688405797101449,0.25,0.31718426501035196,0.3333333333333333,33,47.82608695652174,3,4.3478260869565215,183
