Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.7303793577715775,0.7272727272727273,0.5778134260122718,0.5806451612903226,0.632303718524472,0.6388888888888888,0,0.0,0,0.0,3258
Medium,77,0.5826433667342759,0.6666666666666666,0.28240920885145077,0.2727272727272727,0.361897697844138,0.3636363636363636,14,18.181818181818183,0,0.0,785
Tail,66,0.12121212121212122,0.0,0.0505050505050505,0.0,0.06951659451659452,0.0,56,84.84848484848484,0,0.0,172
