stage,epoch,train_loss,val_micro_precision,val_micro_recall,val_micro_f1,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_hamming_loss,val_true_labels_per_sample,val_predicted_labels_per_sample,epoch_seconds
stage1,1,1.2244409520517696,0.5643855776306107,0.36264775413711586,0.4415659182498561,0.19520286136665466,0.09619929436649614,0.11295417417665747,0.38050517031582215,0.005063370429916689,1.0377821393523061,0.6668302257114819,7.244473457336426
stage1,2,0.7113875540820035,0.6371134020618556,0.43829787234042555,0.519327731092437,0.25260431335775163,0.15173919665482083,0.1776098345442201,0.4740432639074937,0.00447873384419435,1.0377821393523061,0.7139352306182531,6.572507619857788
stage1,3,0.5552175945856355,0.6161081716637272,0.4955082742316785,0.549266247379455,0.29447501356886546,0.19644171923833004,0.21807261293914404,0.5051866995291514,0.004489173783225106,1.0377821393523061,0.8346418056918548,6.638970375061035
stage1,4,0.46294753930785437,0.6580373269114991,0.5167848699763593,0.5789194915254238,0.3369578551508403,0.22179166923037544,0.25223819974992756,0.5413091270589263,0.004149875764725534,1.0377821393523061,0.8150147203140333,6.709885835647583
stage1,5,0.3801393087614666,0.6922118380062305,0.5252955082742317,0.5973118279569892,0.3448875383326808,0.2305453376516485,0.263853506828467,0.5651678057557783,0.003909757167018145,1.0377821393523061,0.7875368007850834,6.79073429107666
stage1,6,0.32782559042627163,0.6939151813153043,0.533806146572104,0.6034206306787814,0.3666840763996491,0.24254082190697832,0.2770852518836879,0.5710669899576983,0.0038732173804104982,1.0377821393523061,0.7983316977428851,6.855977296829224
stage1,7,0.2874993039125746,0.7047268262737876,0.542789598108747,0.6132478632478633,0.36058609125820973,0.23930360364079037,0.2736718914335827,0.5767180901307716,0.003779257929133694,1.0377821393523061,0.7993130520117763,6.945008277893066
stage1,8,0.2557031465524977,0.7019230769230769,0.5522458628841608,0.6181529505160095,0.37419456776427473,0.2622234974701935,0.29216353022440256,0.5867172193744368,0.0037662080053452486,1.0377821393523061,0.81648675171737,7.017158269882202
stage1,9,0.22392002134160563,0.7171655467318265,0.5550827423167849,0.6257995735607675,0.3993647009193457,0.2534209952142295,0.2941110952760028,0.5921253429422713,0.003664418599795377,1.0377821393523061,0.8032384690873405,7.124444961547852
stage1,10,0.20901858908208934,0.7352392790553138,0.5593380614657211,0.6353383458646616,0.4106492138962084,0.2628516149709847,0.3054877373242713,0.6032694038542176,0.0035443593009416826,1.0377821393523061,0.7894995093228655,7.195012092590332
stage1,11,0.19096659449013798,0.7235872235872236,0.5569739952718676,0.6294416243654822,0.3898099244129478,0.2536067569114295,0.29076104029781263,0.5926547969157674,0.003620048858914664,1.0377821393523061,0.7988223748773308,7.2657694816589355
stage1,12,0.1802871737967838,0.7449838187702266,0.5442080378250591,0.6289617486338798,0.4107274254488584,0.2467586422156712,0.29366871712230724,0.5941407843089138,0.0035443593009416826,1.0377821393523061,0.7580961727183513,7.355022668838501
stage1,13,0.16674408106641336,0.7484157160963245,0.5583924349881797,0.6395884105063634,0.40884260120938226,0.26791603171021716,0.3107114958561775,0.6078805037890209,0.003473889712484079,1.0377821393523061,0.774288518155054,7.428518772125244
stage1,14,0.15504975662651388,0.760898282694848,0.5446808510638298,0.6348856434279416,0.4148015234907684,0.2532768305510108,0.3003727573970463,0.6018553424715197,0.003458229803937945,1.0377821393523061,0.7428851815505397,7.385179281234741
stage1,15,0.15414217341352593,0.7562289562289563,0.5309692671394799,0.6238888888888889,0.39097361938541825,0.23474457935109352,0.2811845730447462,0.5882638271593074,0.0035339193619109265,1.0377821393523061,0.7286555446516192,7.2660088539123535
