minority_threshold,global_threshold,minority_macro_f2,minority_macro_recall,overall_micro_precision,overall_micro_recall,overall_micro_f1,overall_macro_precision,overall_macro_recall,overall_macro_f1,hamming_loss
0.05,0.57,0.025342130090190457,1.0,0.2944706386626661,0.8367844092570037,0.43563728598604945,0.7953853975090152,0.8107296526491327,0.7452874727032643,0.049307479224376734
0.06,0.57,0.03285425075781849,1.0,0.34609571788413096,0.8367844092570037,0.4896650035637919,0.7955118069556355,0.8107296526491327,0.7455370877712741,0.03966759002770083
0.07,0.57,0.04356288707864638,1.0,0.4029325513196481,0.8367844092570037,0.5439429928741093,0.7956953983012557,0.8107296526491327,0.7458978852440723,0.031911357340720224
0.08,0.57,0.056606599868531164,1.0,0.4592245989304813,0.8367844092570037,0.5930082002589555,0.7959240178890932,0.8107296526491327,0.7463446002505841,0.026121883656509696
0.09,0.57,0.06630519474162086,0.9166666666666666,0.515015015015015,0.8355663824604141,0.6372503483511379,0.7961038527025289,0.804062985982466,0.7466909756931994,0.021634349030470915
0.1,0.57,0.08933269892179777,0.9166666666666666,0.5702410640066501,0.8355663824604141,0.6778656126482213,0.7965358359374833,0.804062985982466,0.747519995626744,0.018060941828254847
0.11,0.57,0.1136222473178995,0.9166666666666666,0.6157989228007181,0.8355663824604141,0.7090439276485788,0.7970181201522806,0.804062985982466,0.7484313414034455,0.015595567867036012
0.12,0.57,0.14371578575758492,0.9166666666666666,0.6621621621621622,0.8355663824604141,0.7388260635433495,0.7976514103381952,0.804062985982466,0.7496083812158213,0.013434903047091412
0.13,0.57,0.17819366986033652,0.9166666666666666,0.7007150153217568,0.8355663824604141,0.7622222222222222,0.7984084181092213,0.804062985982466,0.7509983538961166,0.01185595567867036
0.14,0.57,0.1977445359798301,0.7916666666666666,0.725635593220339,0.8343483556638246,0.7762039660056658,0.7989815048884155,0.7940629859824659,0.7519783283697492,0.010941828254847645
0.15,0.57,0.2388994107744108,0.7916666666666666,0.7569060773480663,0.8343483556638246,0.7937427578215527,0.8000983951752062,0.7940629859824659,0.7539046786317339,0.009861495844875346
0.16,0.57,0.2967986874236874,0.7916666666666666,0.7792946530147895,0.8343483556638246,0.8058823529411765,0.8019819673888781,0.7940629859824659,0.7569707112878288,0.009141274238227148
0.17,0.57,0.33820311588283347,0.7916666666666666,0.7937427578215527,0.8343483556638246,0.8135391923990499,0.8034988394057501,0.7940629859824659,0.7593401232378859,0.008698060941828255
0.18,0.57,0.3609112208183416,0.7916666666666666,0.8039906103286385,0.8343483556638246,0.8188882247459653,0.8043096286165394,0.7940629859824659,0.7606166209337385,0.008393351800554017
0.19,0.57,0.436587157549045,0.7916666666666666,0.8183990442054958,0.8343483556638246,0.8262967430639324,0.8084483343552449,0.7940629859824659,0.7661652751780449,0.007977839335180056
0.2,0.57,0.4797254150702427,0.7916666666666666,0.8233173076923077,0.8343483556638246,0.8287961282516636,0.8123762736330294,0.7940629859824659,0.7703675366846542,0.007839335180055402
0.21,0.57,0.5512254901960785,0.7916666666666666,0.8323207776427703,0.8343483556638246,0.8333333333333334,0.8239249492436245,0.7940629859824659,0.7791740985438477,0.007590027700831025
0.22,0.57,0.5557544757033248,0.7916666666666666,0.8333333333333334,0.8343483556638246,0.8338405356055996,0.8242279795466548,0.7940629859824659,0.7795550509247999,0.007562326869806094
0.23,0.57,0.6193609022556391,0.7916666666666666,0.845679012345679,0.8343483556638246,0.8399754751686083,0.82845554936246,0.7940629859824659,0.7848124251295426,0.007229916897506925
0.24,0.57,0.5715452847805789,0.7083333333333333,0.8486352357320099,0.833130328867235,0.8408113091579594,0.8271929230998337,0.7873963193157993,0.7825435828607005,0.007174515235457064
0.25,0.57,0.5873015873015873,0.7083333333333333,0.8518057285180572,0.833130328867235,0.8423645320197044,0.8283040342109449,0.7873963193157993,0.7839072192243367,0.007091412742382271
