Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.8727420753825023,0.8696943972835314,0.7837184044843296,0.7904109589041096,0.8193957112139384,0.8337520319196099,0,0.0,0,0.0,1426
Medium,89,0.8221331196024207,0.875,0.5732830578508161,0.625,0.6450913009071225,0.7058823529411765,3,3.3707865168539324,3,3.3707865168539324,973
Tail,69,0.5253623188405797,0.5,0.3468599033816425,0.3333333333333333,0.3930986887508627,0.4,26,37.68115942028986,8,11.594202898550725,183
