minority_threshold,global_threshold,minority_macro_f2,minority_macro_recall,overall_micro_precision,overall_micro_recall,overall_micro_f1,overall_macro_precision,overall_macro_recall,overall_macro_f1,hamming_loss
0.05,0.68,0.007321764619784908,0.9291666666666668,0.019177893868573,0.7914893617021277,0.03744840777155129,0.46736121623746046,0.7875546821544597,0.41782161306473686,0.2246022383229282
0.06,0.68,0.01039760851821952,0.8979166666666668,0.02778840873920495,0.789598108747045,0.05368739150003215,0.4676278122140988,0.7742568098140342,0.4183523665748687,0.15365502265466768
0.07,0.68,0.015692397725977573,0.8791666666666668,0.04189796789831956,0.7886524822695036,0.07956876401278443,0.46809060405682307,0.7662780864097789,0.4192717637123856,0.1007193117992191
0.08,0.68,0.02437798204457111,0.8604166666666668,0.06395393474088291,0.7877068557919622,0.11830285815728742,0.46886211424252455,0.7582993630055237,0.4207981958936914,0.0648137514876913
0.09,0.68,0.03927189289940576,0.8604166666666668,0.09799423563319805,0.7877068557919622,0.17430424775057543,0.47021975784543774,0.7582993630055237,0.4234664352371546,0.041195999415363414
0.1,0.68,0.061767899183637565,0.8479166666666668,0.14720183891786756,0.7872340425531915,0.24802621778638462,0.4723681728651921,0.7529802140693534,0.4276373062730056,0.026350406113628298
0.11,0.68,0.09447946820363191,0.8291666666666668,0.21400978624774658,0.7858156028368795,0.33640319805687685,0.47571185193987714,0.7450014906650981,0.4340106073468793,0.01711367005616687
0.12,0.68,0.1374873560569271,0.8041666666666668,0.2939404677533664,0.7843971631205674,0.42763242685913133,0.48061102913964127,0.7343631927927577,0.4430689227524148,0.011590942308896917
0.13,0.68,0.18745829876631886,0.775,0.3755389153619242,0.7825059101654847,0.5075130328120209,0.48723330319131974,0.7219518452750272,0.4547800463992966,0.008383271041697116
0.14,0.68,0.2405801806359226,0.75,0.45397087111843915,0.7810874704491726,0.5742092457420924,0.49566404984755735,0.7113135474026868,0.4688405713770444,0.006394462656338087
0.15,0.68,0.2845645478883423,0.71875,0.5192065491183879,0.7796690307328605,0.6233226233226233,0.5046569782574384,0.6980156750622613,0.4826492202061584,0.005201699622074207
0.16,0.68,0.323033046858957,0.7020833333333333,0.5716765012148559,0.7787234042553192,0.6593274619695757,0.5142090215259123,0.6909234764807011,0.4961154075419219,0.004442194057586704
