Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.8316941183645312,0.8333333333333334,0.7783767913128417,0.7837837837837838,0.8008712415064337,0.8141592920353983,0,0.0,0,0.0,3258
Medium,77,0.8082125685509143,0.8333333333333334,0.5969214369590309,0.625,0.6677237706091343,0.7,1,1.2987012987012987,2,2.5974025974025974,785
Tail,66,0.5595959595959595,0.6666666666666666,0.3898989898989899,0.3333333333333333,0.4383116883116882,0.5,24,36.36363636363637,8,12.121212121212121,172
