Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.8106885514365603,0.8125,0.8152779114729051,0.8297872340425532,0.810608301410297,0.8191489361702128,0,0.0,0,0.0,3258
Medium,77,0.816911411735705,0.8333333333333334,0.6382440579091295,0.6363636363636364,0.6975516951598429,0.7142857142857143,0,0.0,3,3.896103896103896,785
Tail,66,0.6071428571428571,0.75,0.423989898989899,0.45,0.4713367440640168,0.5,21,31.818181818181817,9,13.636363636363635,172
