Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,22,0.8720549102428912,0.8692856472355206,0.8163606702220421,0.8282642089093702,0.841033949598038,0.8484517304189435,0,0.0,0,0.0,1258
Medium,25,0.8856873133402545,0.88,0.7515824530982694,0.7777777777777778,0.8001977028831803,0.8,0,0.0,2,8.0,370
Tail,3,0.6666666666666666,1.0,0.3055555555555555,0.25,0.4000000000000001,0.4,1,33.33333333333333,0,0.0,9
