Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.7237859112948605,0.7518248175182481,0.516225375310191,0.5342465753424658,0.5933480020458856,0.6065573770491804,0,0.0,0,0.0,3258
Medium,77,0.46956847198759916,0.4444444444444444,0.32963676484524057,0.3333333333333333,0.3432467629625008,0.32,7,9.090909090909092,0,0.0,785
Tail,66,0.18434343434343434,0.0,0.07146464646464647,0.0,0.09978354978354978,0.0,52,78.78787878787878,0,0.0,172
