Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.8124790521703102,0.8162499999999999,0.8189673274302003,0.8484500574052813,0.8126243575416046,0.8230263157894737,0,0.0,0,0.0,1426
Medium,89,0.7570067100457796,0.75,0.6468414410858537,0.6666666666666666,0.6824765829890451,0.7058823529411765,1,1.1235955056179776,2,2.247191011235955,973
Tail,69,0.5108695652173914,0.5,0.3072463768115942,0.25,0.3652173913043478,0.4,28,40.57971014492754,6,8.695652173913043,183
