Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.8081211919602137,0.8291666666666666,0.837950471138525,0.862781954887218,0.8193898161937586,0.8360922659430121,0,0.0,0,0.0,1426
Medium,89,0.7709120941097519,0.7777777777777778,0.6616350460023372,0.7,0.6933383323561543,0.7272727272727273,1,1.1235955056179776,3,3.3707865168539324,973
Tail,69,0.5386473429951691,0.6666666666666666,0.4072463768115942,0.5,0.4413534935274066,0.5,22,31.88405797101449,7,10.144927536231885,183
