Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.8397495111365365,0.85,0.778525997185015,0.8012820512820513,0.8036458351847131,0.8155339805825242,0,0.0,0,0.0,3258
Medium,77,0.8399947810923662,0.8571428571428571,0.6104149048339068,0.6,0.682255517881095,0.7142857142857143,0,0.0,1,1.2987012987012987,785
Tail,66,0.558080808080808,0.75,0.34545454545454546,0.3333333333333333,0.4082732082732083,0.5,26,39.39393939393939,5,7.575757575757576,172
