Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.7934415641775145,0.7970588235294118,0.75642100304417,0.767948717948718,0.7665911799581039,0.781304347826087,0,0.0,0,0.0,1426
Medium,89,0.6834028687820803,0.6666666666666666,0.5765754899144319,0.6,0.6012763509563385,0.625,2,2.247191011235955,2,2.247191011235955,973
Tail,69,0.42149758454106273,0.3333333333333333,0.30821256038647343,0.25,0.3369335173683,0.2857142857142857,32,46.3768115942029,5,7.246376811594203,183
