Technique_ID,Original_Train_Support,Frequency_Group,Augmented_Train_Support,Validation_Support,Test_Support,TP,FP,FN,Precision,Recall,F1,Threshold,Threshold_Fallback
T1125,22,Medium,48,3,5,2,0,3,1.0,0.4,0.5714285714285715,0.46,True
T1127,10,Tail,48,1,3,0,0,3,0.0,0.0,0.0,0.46,True
T1129,17,Tail,48,2,4,2,2,2,0.5,0.5,0.5,0.46,True
T1132,75,Medium,66,9,19,8,0,11,1.0,0.42105263157894735,0.5925925925925926,0.46,True
T1133,30,Medium,48,4,8,5,7,3,0.4166666666666667,0.625,0.5,0.46,True
T1134,59,Medium,52,7,15,3,0,12,1.0,0.2,0.33333333333333337,0.46,True
T1135,35,Medium,48,4,9,6,1,3,0.8571428571428571,0.6666666666666666,0.75,0.46,True
T1136,31,Medium,48,4,8,5,9,3,0.35714285714285715,0.625,0.45454545454545453,0.46,True
T1137,43,Medium,48,5,11,6,2,5,0.75,0.5454545454545454,0.631578947368421,0.46,True
T1140,156,Head,136,20,39,23,6,16,0.7931034482758621,0.5897435897435898,0.676470588235294,0.46,True
T1176,13,Tail,48,2,3,1,4,2,0.2,0.3333333333333333,0.25,0.46,True
T1185,17,Tail,48,2,4,0,3,4,0.0,0.0,0.0,0.46,True
T1187,14,Tail,48,2,4,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.46,True
T1189,42,Medium,48,5,10,3,1,7,0.75,0.3,0.4285714285714285,0.46,True
T1190,22,Medium,48,3,6,1,0,5,1.0,0.16666666666666666,0.2857142857142857,0.46,True
T1195,22,Medium,48,3,6,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.46,True
T1197,17,Tail,48,2,4,1,0,3,1.0,0.25,0.4,0.46,True
T1199,9,Tail,48,1,2,0,3,2,0.0,0.0,0.0,0.46,True
T1200,3,Tail,48,0,1,0,0,1,0.0,0.0,0.0,0.46,True
T1201,8,Tail,48,1,2,1,2,1,0.3333333333333333,0.5,0.4,0.46,True
T1202,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1203,50,Medium,48,6,12,8,1,4,0.8888888888888888,0.6666666666666666,0.761904761904762,0.46,True
T1204,150,Head,131,19,37,27,3,10,0.9,0.7297297297297297,0.8059701492537312,0.46,True
T1205,23,Medium,48,3,6,0,0,6,0.0,0.0,0.0,0.46,True
T1207,6,Tail,48,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.46,True
T1210,18,Tail,48,2,5,0,1,5,0.0,0.0,0.0,0.46,True
T1211,5,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.46,True
T1212,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1213,19,Tail,48,2,5,2,2,3,0.5,0.4,0.4444444444444445,0.46,True
T1216,11,Tail,48,1,3,0,0,3,0.0,0.0,0.0,0.46,True
T1217,9,Tail,48,1,2,1,2,1,0.3333333333333333,0.5,0.4,0.46,True
T1218,190,Head,166,24,47,23,7,24,0.7666666666666667,0.48936170212765956,0.5974025974025974,0.46,True
T1219,20,Medium,48,3,5,2,5,3,0.2857142857142857,0.4,0.3333333333333333,0.46,True
T1220,12,Tail,48,2,3,0,0,3,0.0,0.0,0.0,0.46,True
T1221,15,Tail,48,2,4,0,0,4,0.0,0.0,0.0,0.46,True
T1222,29,Medium,48,4,7,1,1,6,0.5,0.14285714285714285,0.22222222222222224,0.46,True
T1480,27,Medium,48,3,7,1,1,6,0.5,0.14285714285714285,0.22222222222222224,0.46,True
T1482,12,Tail,48,2,3,1,0,2,1.0,0.3333333333333333,0.5,0.46,True
T1484,24,Medium,48,3,6,1,0,5,1.0,0.16666666666666666,0.2857142857142857,0.46,True
T1485,19,Tail,48,2,5,1,0,4,1.0,0.2,0.33333333333333337,0.46,True
T1486,42,Medium,48,5,11,2,1,9,0.6666666666666666,0.18181818181818182,0.28571428571428575,0.46,True
T1489,25,Medium,48,3,6,4,3,2,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.46,True
T1490,22,Medium,48,3,6,3,1,3,0.75,0.5,0.6,0.46,True
T1491,10,Tail,48,1,3,0,1,3,0.0,0.0,0.0,0.46,True
T1495,4,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.46,True
T1496,14,Tail,48,2,4,2,0,2,1.0,0.5,0.6666666666666666,0.46,True
T1497,96,Medium,84,12,24,4,4,20,0.5,0.16666666666666666,0.25,0.46,True
T1498,26,Medium,48,3,6,0,1,6,0.0,0.0,0.0,0.46,True
T1499,39,Medium,48,5,10,0,1,10,0.0,0.0,0.0,0.46,True
T1505,55,Medium,48,7,14,7,1,7,0.875,0.5,0.6363636363636364,0.46,True
T1518,98,Medium,86,12,24,11,3,13,0.7857142857142857,0.4583333333333333,0.5789473684210527,0.46,True
T1525,5,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1526,5,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1528,10,Tail,48,1,2,0,1,2,0.0,0.0,0.0,0.46,True
T1529,13,Tail,48,2,3,0,1,3,0.0,0.0,0.0,0.46,True
T1530,7,Tail,48,1,2,0,0,2,0.0,0.0,0.0,0.46,True
T1531,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1534,8,Tail,48,1,2,0,0,2,0.0,0.0,0.0,0.46,True
T1535,6,Tail,48,1,2,0,2,2,0.0,0.0,0.0,0.46,True
T1537,3,Tail,48,0,1,0,0,1,0.0,0.0,0.0,0.46,True
T1538,3,Tail,48,0,1,0,1,1,0.0,0.0,0.0,0.46,True
T1539,14,Tail,48,2,4,0,1,4,0.0,0.0,0.0,0.46,True
T1542,33,Medium,48,4,8,4,1,4,0.8,0.5,0.6153846153846154,0.46,True
T1543,141,Head,123,18,35,18,6,17,0.75,0.5142857142857142,0.6101694915254237,0.46,True
T1546,139,Head,122,17,35,15,5,20,0.75,0.42857142857142855,0.5454545454545454,0.46,True
T1547,294,Head,257,37,73,44,15,29,0.7457627118644068,0.6027397260273972,0.6666666666666666,0.46,True
T1548,70,Medium,61,9,17,3,1,14,0.75,0.17647058823529413,0.2857142857142857,0.46,True
T1550,50,Medium,48,6,13,4,2,9,0.6666666666666666,0.3076923076923077,0.42105263157894735,0.46,True
T1552,66,Medium,58,8,17,3,2,14,0.6,0.17647058823529413,0.2727272727272727,0.46,True
T1553,112,Head,98,14,28,11,1,17,0.9166666666666666,0.39285714285714285,0.55,0.46,True
T1554,13,Tail,48,2,3,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46,True
T1555,113,Head,99,14,28,9,3,19,0.75,0.32142857142857145,0.45000000000000007,0.46,True
T1556,34,Medium,48,4,8,2,1,6,0.6666666666666666,0.25,0.36363636363636365,0.46,True
T1557,27,Medium,48,3,7,0,0,7,0.0,0.0,0.0,0.46,True
T1558,42,Medium,48,5,11,5,3,6,0.625,0.45454545454545453,0.5263157894736842,0.46,True
T1559,38,Medium,48,5,10,1,0,9,1.0,0.1,0.18181818181818182,0.46,True
T1560,112,Head,98,14,28,12,5,16,0.7058823529411765,0.42857142857142855,0.5333333333333333,0.46,True
T1561,25,Medium,48,3,6,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.46,True
T1562,139,Head,122,17,35,13,5,22,0.7222222222222222,0.37142857142857144,0.490566037735849,0.46,True
T1563,18,Tail,48,2,5,2,0,3,1.0,0.4,0.5714285714285715,0.46,True
