Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.7679089681271483,0.7795275590551181,0.5076533733912448,0.5227272727272727,0.5911718901617857,0.6071428571428571,0,0.0,0,0.0,3258
Medium,77,0.548566368696239,0.5,0.34188280049865827,0.3333333333333333,0.3911233184404679,0.4,5,6.493506493506493,0,0.0,785
Tail,66,0.1983164983164983,0.0,0.16035353535353536,0.0,0.16068653568653568,0.0,43,65.15151515151516,0,0.0,172
