Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.832045747609002,0.8376689189189189,0.7929889019538725,0.8121500559910414,0.8084190146185234,0.8250980392156863,0,0.0,0,0.0,1426
Medium,89,0.7645305977323987,0.8,0.5850908889461267,0.6086956521739131,0.6395299559801263,0.6666666666666666,3,3.3707865168539324,1,1.1235955056179776,973
Tail,69,0.5065217391304349,0.5,0.3268115942028985,0.3333333333333333,0.3769611226132965,0.4,26,37.68115942028986,5,7.246376811594203,183
