micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_f1,hamming_loss,avg_predicted_labels,threshold
0.0053389952794211624,1.0,0.010621283575968834,0.005366260927974606,0.9840425531914894,0.01057525108924906,0.029039285996090836,0.9909636079848846,187.3011583011583,0.05
0.005396193079538636,1.0,0.010734460935265812,0.005452253412362883,0.9840425531914894,0.010739756745921338,0.029699756611155287,0.9804033516799474,185.31583011583012,0.06
0.005530335706324227,1.0,0.010999838612406459,0.00562929574094852,0.9840425531914894,0.011079112040829425,0.030949928714794947,0.9564938798981352,180.8208494208494,0.07
0.005776759925178905,0.9992277992277993,0.011487110290462324,0.005911029581583448,0.9839339991315675,0.011621357287970254,0.03263517678266918,0.9147621785919658,172.9737451737452,0.08
0.006183103975535168,0.9992277992277993,0.012290157900985397,0.00634942473800179,0.9839339991315675,0.012463215122856303,0.035239731048713384,0.8542963936580957,161.6061776061776,0.09
0.006770838788056513,0.9984555984555985,0.013450465773089707,0.006941511002384956,0.9836540439244007,0.013601036594300595,0.038422616428702976,0.7790807524850079,147.46409266409268,0.1
0.007601609752653503,0.9976833976833976,0.015088258135338872,0.00772727713849814,0.9835769548093837,0.015110784699370597,0.042247953491455964,0.6928242832498152,131.24633204633204,0.11
0.008693542517488172,0.9961389961389961,0.017236656623085093,0.008733154946822683,0.9830405700427112,0.017039622955697546,0.046909666636439556,0.6042101371888606,114.58378378378379,0.12
0.010135427568677751,0.9945945945945946,0.020066368579307336,0.010022339360147299,0.9825389836298705,0.01949991650715982,0.05276663745009295,0.5167091103261316,98.13050193050194,0.13
0.011965970898610014,0.9938223938223938,0.023647220946256316,0.011611410006429042,0.9807659339844803,0.022523014972261356,0.05955044514257645,0.43652345354473016,83.05405405405405,0.14
0.014280951322516115,0.9922779922779923,0.02815666940564229,0.01358908920930731,0.9799427323634065,0.026259243870719443,0.06780343343171975,0.3643514335003697,69.48262548262548,0.15
0.01713964596796853,0.9891891891891892,0.033695452034616095,0.01599891491356284,0.9730869404012314,0.030782778419559682,0.07738012855520222,0.30178263369752734,57.71351351351351,0.16
0.020609884332281808,0.9837837837837838,0.04037395024560292,0.018803543826778374,0.9625045321372784,0.036009005853258114,0.08785269854449777,0.24875544237246364,47.73359073359073,0.17
