stage,epoch,train_loss,val_micro_precision,val_micro_recall,val_micro_f1,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_hamming_loss,val_true_labels_per_sample,val_predicted_labels_per_sample,epoch_seconds
stage1,1,1.101770466620769,0.6037037037037037,0.39707673568818513,0.4790595150624541,0.5673160802535865,0.360611844127693,0.39699326245216676,0.4618568454369488,0.019639889196675902,1.1371191135734071,0.7479224376731302,3.902707099914551
stage1,2,0.5738848048612613,0.669150521609538,0.5468940316686967,0.6018766756032171,0.674140893754037,0.5071113434298866,0.5482575829994284,0.5989448710524858,0.016454293628808864,1.1371191135734071,0.9293628808864266,3.132995843887329
stage1,3,0.41932496319123364,0.7172995780590717,0.6211936662606578,0.6657963446475196,0.7443654403339056,0.5738489280864609,0.6247311103997624,0.6594478981178516,0.014182825484764542,1.1371191135734071,0.9847645429362881,3.160841941833496
stage1,4,0.3341609860232117,0.7402597402597403,0.6248477466504263,0.6776750330250991,0.7604838376886208,0.5969058910697802,0.6445525157165456,0.6752553868809857,0.013518005540166205,1.1371191135734071,0.9598337950138505,3.1403703689575195
stage1,5,0.2713342489452537,0.7142857142857143,0.6516443361753959,0.6815286624203821,0.7527118623525966,0.6177224868811548,0.6504410631318005,0.6763920624201224,0.013850415512465374,1.1371191135734071,1.0373961218836565,3.146906614303589
stage1,6,0.22521474834429014,0.7537414965986394,0.6747868453105969,0.712082262210797,0.7802372964646109,0.644810974491238,0.6866781747775325,0.7098274026408398,0.012409972299168974,1.1371191135734071,1.018005540166205,3.1482090950012207
stage1,7,0.189409959685365,0.7637130801687764,0.6613885505481121,0.7088772845953003,0.7935780710810463,0.6396796777576134,0.6889091026238314,0.7059619635234907,0.012354570637119113,1.1371191135734071,0.9847645429362881,3.1604690551757812
stage1,8,0.168582413789876,0.7326343381389253,0.6808769792935444,0.7058080808080808,0.7921056492340817,0.6398185808446748,0.6858554862772505,0.7057079539300972,0.012908587257617728,1.1371191135734071,1.056786703601108,3.1590652465820312
stage1,9,0.1535067208316348,0.7964071856287425,0.6479902557856273,0.7145735392881128,0.8252269198829414,0.6334842732576558,0.6943205690112574,0.7096492076555388,0.011772853185595568,1.1371191135734071,0.925207756232687,3.175142526626587
stage1,10,0.1360725288817642,0.7680555555555556,0.6735688185140073,0.7177157689811811,0.7935096059000237,0.6438341598992667,0.6883039873951157,0.7148735241063406,0.012049861495844876,1.1371191135734071,0.997229916897507,3.1795859336853027
stage1,11,0.12325828351558896,0.7769985974754559,0.6747868453105969,0.7222946544980443,0.8277777532239144,0.6529495077358459,0.7096570801428893,0.7170435060031884,0.011800554016620498,1.1371191135734071,0.9875346260387812,3.1725001335144043
stage1,12,0.11988014953398923,0.8154761904761905,0.6674786845310596,0.7340924313462827,0.8390612472322999,0.6435303396677733,0.7098642190069393,0.7296181981531471,0.010997229916897507,1.1371191135734071,0.9307479224376731,3.1806232929229736
stage1,13,0.1076238756879754,0.8008658008658008,0.6760048721071864,0.7331571994715984,0.8295801051780731,0.6505004113566855,0.709414305174413,0.7279644711500677,0.011191135734072022,1.1371191135734071,0.9598337950138505,3.188042402267456
stage1,14,0.10117694721856249,0.7862266857962698,0.6674786845310596,0.7220026350461133,0.8333062751941686,0.6450153040906217,0.7042958234221521,0.7173658039588287,0.011689750692520776,1.1371191135734071,0.9653739612188366,3.1803510189056396
stage1,15,0.0968490588829058,0.8273716951788491,0.6479902557856273,0.726775956284153,0.8323660106454226,0.6343157306110584,0.7022164151199896,0.7227951573771518,0.0110803324099723,1.1371191135734071,0.8905817174515236,3.1917519569396973
stage2,1,0.08521459447219967,0.8207831325301205,0.6638246041412911,0.734006734006734,0.8578753320479515,0.6408228440597312,0.7164515547983163,0.7294147520170272,0.010941828254847645,1.1371191135734071,0.9196675900277008,2.431602954864502
stage2,2,0.07811993197537959,0.8203592814371258,0.6674786845310596,0.7360644728005373,0.8598479895375445,0.6382525475539791,0.713742726573996,0.7309995466786434,0.010886426592797784,1.1371191135734071,0.925207756232687,2.424313545227051
stage2,3,0.07525698528625072,0.8239644970414202,0.6784409257003654,0.7441549766199065,0.8635466573228275,0.6547236705486316,0.7288098179526729,0.7395944038237059,0.010609418282548477,1.1371191135734071,0.9362880886426593,2.421050786972046
stage2,4,0.06842963877134026,0.8237037037037037,0.6772228989037758,0.7433155080213903,0.8636190453790344,0.6577220992508657,0.7310748308679522,0.7391717012216442,0.010637119113573408,1.1371191135734071,0.9349030470914127,2.4337244033813477
stage2,5,0.06479545673355461,0.8258928571428571,0.6760048721071864,0.7434695244474213,0.864983942770127,0.6525308660602199,0.7282523079716564,0.7394853695646647,0.010609418282548477,1.1371191135734071,0.9307479224376731,2.439584732055664
