Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.7061449756165141,0.7036874451273047,0.5795212933972278,0.6126950780312125,0.6254867886627391,0.6259328358208955,0,0.0,0,0.0,1426
Medium,89,0.5845066606302561,0.6363636363636364,0.30847055262626794,0.2857142857142857,0.3659956935764519,0.375,10,11.235955056179774,0,0.0,973
Tail,69,0.18322981366459626,0.0,0.10603864734299516,0.0,0.1283068783068783,0.0,50,72.46376811594203,0,0.0,183
