Technique_ID,Original_Train_Support,Frequency_Group,Augmented_Train_Support,Validation_Support,Test_Support,TP,FP,FN,Precision,Recall,F1,Threshold,Threshold_Fallback
T1039,11,Tail,48,1,3,1,9,2,0.1,0.3333333333333333,0.15384615384615383,0.47,True
T1040,14,Tail,48,2,4,0,7,4,0.0,0.0,0.0,0.47,True
T1041,73,Medium,64,9,18,10,14,8,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.47,True
T1046,36,Medium,48,5,9,4,1,5,0.8,0.4444444444444444,0.5714285714285714,0.47,True
T1047,67,Medium,59,8,17,10,5,7,0.6666666666666666,0.5882352941176471,0.625,0.47,True
T1048,42,Medium,48,5,11,0,2,11,0.0,0.0,0.0,0.47,True
T1049,58,Medium,51,7,14,3,0,11,1.0,0.21428571428571427,0.35294117647058826,0.47,True
T1052,12,Tail,48,2,3,1,1,2,0.5,0.3333333333333333,0.4,0.47,True
T1053,138,Head,121,17,35,25,6,10,0.8064516129032258,0.7142857142857143,0.7575757575757576,0.47,True
T1055,194,Head,170,24,49,30,4,19,0.8823529411764706,0.6122448979591837,0.7228915662650602,0.47,True
T1056,114,Head,100,14,29,22,2,7,0.9166666666666666,0.7586206896551724,0.830188679245283,0.47,True
T1057,165,Head,144,21,41,34,6,7,0.85,0.8292682926829268,0.8395061728395061,0.47,True
T1059,550,Head,481,69,138,89,29,49,0.7542372881355932,0.644927536231884,0.6953125,0.47,True
T1068,30,Medium,48,4,7,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.47,True
T1069,52,Medium,48,7,13,4,0,9,1.0,0.3076923076923077,0.47058823529411764,0.47,True
T1070,272,Head,238,34,68,42,11,26,0.7924528301886793,0.6176470588235294,0.6942148760330579,0.47,True
T1071,291,Head,255,36,73,59,18,14,0.7662337662337663,0.8082191780821918,0.7866666666666666,0.47,True
T1072,8,Tail,48,1,2,0,2,2,0.0,0.0,0.0,0.47,True
T1074,78,Medium,68,10,20,7,11,13,0.3888888888888889,0.35,0.36842105263157887,0.47,True
T1078,72,Medium,63,9,18,12,5,6,0.7058823529411765,0.6666666666666666,0.6857142857142857,0.47,True
T1080,18,Tail,48,2,4,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.47,True
T1082,234,Head,205,29,59,45,13,14,0.7758620689655172,0.7627118644067796,0.7692307692307694,0.47,True
T1083,204,Head,178,26,51,27,11,24,0.7105263157894737,0.5294117647058824,0.6067415730337078,0.47,True
T1087,76,Medium,66,10,19,4,8,15,0.3333333333333333,0.21052631578947367,0.2580645161290323,0.47,True
T1090,99,Medium,87,12,25,9,7,16,0.5625,0.36,0.43902439024390244,0.47,True
T1091,20,Medium,48,3,5,2,0,3,1.0,0.4,0.5714285714285715,0.47,True
T1092,5,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1095,43,Medium,48,5,11,4,2,7,0.6666666666666666,0.36363636363636365,0.4705882352941177,0.47,True
T1098,38,Medium,48,5,10,0,3,10,0.0,0.0,0.0,0.47,True
T1102,81,Medium,71,10,20,3,7,17,0.3,0.15,0.2,0.47,True
T1104,14,Tail,48,2,3,0,0,3,0.0,0.0,0.0,0.47,True
T1105,270,Head,236,34,67,45,17,22,0.7258064516129032,0.6716417910447762,0.6976744186046512,0.47,True
T1106,93,Medium,81,12,23,6,5,17,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.47,True
T1110,56,Medium,49,7,14,9,5,5,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.47,True
T1111,10,Tail,48,1,3,0,2,3,0.0,0.0,0.0,0.47,True
T1112,91,Medium,80,11,23,12,18,11,0.4,0.5217391304347826,0.4528301886792453,0.47,True
T1113,91,Medium,80,11,23,18,0,5,1.0,0.782608695652174,0.878048780487805,0.47,True
T1114,41,Medium,48,5,10,1,1,9,0.5,0.1,0.16666666666666669,0.47,True
T1115,25,Medium,48,3,6,3,1,3,0.75,0.5,0.6,0.47,True
T1119,38,Medium,48,5,10,0,0,10,0.0,0.0,0.0,0.47,True
T1120,35,Medium,48,4,9,2,2,7,0.5,0.2222222222222222,0.30769230769230765,0.47,True
T1123,22,Medium,48,3,5,3,1,2,0.75,0.6,0.6666666666666665,0.47,True
T1124,51,Medium,48,6,13,9,7,4,0.5625,0.6923076923076923,0.6206896551724138,0.47,True
T1125,22,Medium,48,3,5,3,0,2,1.0,0.6,0.7499999999999999,0.47,True
T1127,10,Tail,48,1,3,0,1,3,0.0,0.0,0.0,0.47,True
T1129,17,Tail,48,2,4,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.47,True
T1132,75,Medium,66,9,19,12,4,7,0.75,0.631578947368421,0.6857142857142857,0.47,True
T1133,30,Medium,48,4,8,2,0,6,1.0,0.25,0.4,0.47,True
T1134,59,Medium,52,7,15,5,1,10,0.8333333333333334,0.3333333333333333,0.47619047619047616,0.47,True
T1135,35,Medium,48,4,9,4,2,5,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47,True
T1136,31,Medium,48,4,8,3,3,5,0.5,0.375,0.42857142857142855,0.47,True
T1137,43,Medium,48,5,11,7,7,4,0.5,0.6363636363636364,0.56,0.47,True
T1140,156,Head,136,20,39,20,11,19,0.6451612903225806,0.5128205128205128,0.5714285714285714,0.47,True
T1176,13,Tail,48,2,3,0,3,3,0.0,0.0,0.0,0.47,True
T1185,17,Tail,48,2,4,0,2,4,0.0,0.0,0.0,0.47,True
T1187,14,Tail,48,2,4,0,1,4,0.0,0.0,0.0,0.47,True
T1189,42,Medium,48,5,10,3,3,7,0.5,0.3,0.37499999999999994,0.47,True
T1190,22,Medium,48,3,6,1,1,5,0.5,0.16666666666666666,0.25,0.47,True
T1195,22,Medium,48,3,6,2,0,4,1.0,0.3333333333333333,0.5,0.47,True
T1197,17,Tail,48,2,4,0,2,4,0.0,0.0,0.0,0.47,True
T1199,9,Tail,48,1,2,0,1,2,0.0,0.0,0.0,0.47,True
T1200,3,Tail,48,0,1,0,1,1,0.0,0.0,0.0,0.47,True
T1201,8,Tail,48,1,2,1,8,1,0.1111111111111111,0.5,0.1818181818181818,0.47,True
T1202,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1203,50,Medium,48,6,12,7,1,5,0.875,0.5833333333333334,0.7000000000000001,0.47,True
T1204,150,Head,131,19,37,24,5,13,0.8275862068965517,0.6486486486486487,0.7272727272727273,0.47,True
T1205,23,Medium,48,3,6,1,1,5,0.5,0.16666666666666666,0.25,0.47,True
T1207,6,Tail,48,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.47,True
T1210,18,Tail,48,2,5,1,1,4,0.5,0.2,0.28571428571428575,0.47,True
T1211,5,Tail,48,1,1,0,4,1,0.0,0.0,0.0,0.47,True
T1212,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1213,19,Tail,48,2,5,3,1,2,0.75,0.6,0.6666666666666665,0.47,True
T1216,11,Tail,48,1,3,0,4,3,0.0,0.0,0.0,0.47,True
T1217,9,Tail,48,1,2,1,1,1,0.5,0.5,0.5,0.47,True
T1218,190,Head,166,24,47,18,2,29,0.9,0.3829787234042553,0.5373134328358209,0.47,True
T1219,20,Medium,48,3,5,0,0,5,0.0,0.0,0.0,0.47,True
T1220,12,Tail,48,2,3,0,0,3,0.0,0.0,0.0,0.47,True
T1221,15,Tail,48,2,4,0,1,4,0.0,0.0,0.0,0.47,True
T1222,29,Medium,48,4,7,2,1,5,0.6666666666666666,0.2857142857142857,0.4,0.47,True
T1480,27,Medium,48,3,7,0,1,7,0.0,0.0,0.0,0.47,True
T1482,12,Tail,48,2,3,1,1,2,0.5,0.3333333333333333,0.4,0.47,True
T1484,24,Medium,48,3,6,0,0,6,0.0,0.0,0.0,0.47,True
T1485,19,Tail,48,2,5,0,0,5,0.0,0.0,0.0,0.47,True
T1486,42,Medium,48,5,11,2,0,9,1.0,0.18181818181818182,0.3076923076923077,0.47,True
T1489,25,Medium,48,3,6,4,1,2,0.8,0.6666666666666666,0.7272727272727272,0.47,True
T1490,22,Medium,48,3,6,5,5,1,0.5,0.8333333333333334,0.625,0.47,True
T1491,10,Tail,48,1,3,0,0,3,0.0,0.0,0.0,0.47,True
T1495,4,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.47,True
T1496,14,Tail,48,2,4,1,1,3,0.5,0.25,0.3333333333333333,0.47,True
T1497,96,Medium,84,12,24,2,4,22,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.47,True
T1498,26,Medium,48,3,6,0,2,6,0.0,0.0,0.0,0.47,True
T1499,39,Medium,48,5,10,0,2,10,0.0,0.0,0.0,0.47,True
T1505,55,Medium,48,7,14,6,1,8,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.47,True
T1518,98,Medium,86,12,24,11,4,13,0.7333333333333333,0.4583333333333333,0.5641025641025641,0.47,True
T1525,5,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1526,5,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1528,10,Tail,48,1,2,0,3,2,0.0,0.0,0.0,0.47,True
T1529,13,Tail,48,2,3,0,0,3,0.0,0.0,0.0,0.47,True
T1530,7,Tail,48,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.47,True
T1531,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1534,8,Tail,48,1,2,0,1,2,0.0,0.0,0.0,0.47,True
T1535,6,Tail,48,1,2,0,0,2,0.0,0.0,0.0,0.47,True
T1537,3,Tail,48,0,1,0,0,1,0.0,0.0,0.0,0.47,True
T1538,3,Tail,48,0,1,0,0,1,0.0,0.0,0.0,0.47,True
T1539,14,Tail,48,2,4,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.47,True
T1542,33,Medium,48,4,8,5,2,3,0.7142857142857143,0.625,0.6666666666666666,0.47,True
T1543,141,Head,123,18,35,14,12,21,0.5384615384615384,0.4,0.45901639344262296,0.47,True
T1546,139,Head,122,17,35,15,3,20,0.8333333333333334,0.42857142857142855,0.5660377358490566,0.47,True
T1547,294,Head,257,37,73,45,14,28,0.7627118644067796,0.6164383561643836,0.6818181818181819,0.47,True
T1548,70,Medium,61,9,17,5,13,12,0.2777777777777778,0.29411764705882354,0.28571428571428575,0.47,True
T1550,50,Medium,48,6,13,3,3,10,0.5,0.23076923076923078,0.3157894736842105,0.47,True
T1552,66,Medium,58,8,17,4,5,13,0.4444444444444444,0.23529411764705882,0.30769230769230765,0.47,True
T1553,112,Head,98,14,28,9,4,19,0.6923076923076923,0.32142857142857145,0.4390243902439025,0.47,True
T1554,13,Tail,48,2,3,1,1,2,0.5,0.3333333333333333,0.4,0.47,True
T1555,113,Head,99,14,28,9,2,19,0.8181818181818182,0.32142857142857145,0.46153846153846156,0.47,True
T1556,34,Medium,48,4,8,2,2,6,0.5,0.25,0.3333333333333333,0.47,True
T1557,27,Medium,48,3,7,1,0,6,1.0,0.14285714285714285,0.25,0.47,True
T1558,42,Medium,48,5,11,4,2,7,0.6666666666666666,0.36363636363636365,0.4705882352941177,0.47,True
T1559,38,Medium,48,5,10,1,4,9,0.2,0.1,0.13333333333333333,0.47,True
T1560,112,Head,98,14,28,11,1,17,0.9166666666666666,0.39285714285714285,0.55,0.47,True
T1561,25,Medium,48,3,6,1,1,5,0.5,0.16666666666666666,0.25,0.47,True
T1562,139,Head,122,17,35,9,4,26,0.6923076923076923,0.2571428571428571,0.37499999999999994,0.47,True
T1563,18,Tail,48,2,5,2,0,3,1.0,0.4,0.5714285714285715,0.47,True
T1564,136,Head,119,17,34,17,6,17,0.7391304347826086,0.5,0.5964912280701754,0.47,True
T1565,18,Tail,48,2,5,2,3,3,0.4,0.4,0.4000000000000001,0.47,True
T1566,154,Head,135,19,39,27,9,12,0.75,0.6923076923076923,0.7199999999999999,0.47,True
T1567,22,Medium,48,3,6,1,0,5,1.0,0.16666666666666666,0.2857142857142857,0.47,True
T1568,44,Medium,48,6,11,3,3,8,0.5,0.2727272727272727,0.3529411764705882,0.47,True
T1569,48,Medium,48,6,12,0,4,12,0.0,0.0,0.0,0.47,True
T1570,16,Tail,48,2,4,1,3,3,0.25,0.25,0.25,0.47,True
T1571,26,Medium,48,3,7,3,1,4,0.75,0.42857142857142855,0.5454545454545454,0.47,True
T1572,16,Tail,48,2,4,0,6,4,0.0,0.0,0.0,0.47,True
T1573,154,Head,135,19,38,23,13,15,0.6388888888888888,0.6052631578947368,0.6216216216216216,0.47,True
T1574,147,Head,129,18,37,13,8,24,0.6190476190476191,0.35135135135135137,0.4482758620689656,0.47,True
T1578,15,Tail,48,2,4,3,0,1,1.0,0.75,0.8571428571428571,0.47,True
T1580,8,Tail,48,1,2,0,0,2,0.0,0.0,0.0,0.47,True
T1583,59,Medium,52,7,15,3,5,12,0.375,0.2,0.26086956521739135,0.47,True
T1584,35,Medium,48,4,9,2,3,7,0.4,0.2222222222222222,0.2857142857142857,0.47,True
T1585,29,Medium,48,4,7,2,5,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.47,True
T1586,22,Medium,48,3,6,6,3,0,0.6666666666666666,1.0,0.8,0.47,True
T1587,38,Medium,48,5,10,1,3,9,0.25,0.1,0.14285714285714288,0.47,True
T1588,85,Medium,74,11,21,5,1,16,0.8333333333333334,0.23809523809523808,0.37037037037037035,0.47,True
T1589,26,Medium,48,3,6,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.47,True
T1590,28,Medium,48,4,7,4,2,3,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.47,True
T1591,20,Medium,48,3,5,4,6,1,0.4,0.8,0.5333333333333333,0.47,True
T1592,20,Medium,48,3,5,4,0,1,1.0,0.8,0.888888888888889,0.47,True
T1593,13,Tail,48,2,3,1,7,2,0.125,0.3333333333333333,0.18181818181818182,0.47,True
T1594,5,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.47,True
T1595,15,Tail,48,2,4,0,0,4,0.0,0.0,0.0,0.47,True
T1596,27,Medium,48,3,7,1,0,6,1.0,0.14285714285714285,0.25,0.47,True
T1597,12,Tail,48,2,3,1,4,2,0.2,0.3333333333333333,0.25,0.47,True
T1598,26,Medium,48,3,7,2,1,5,0.6666666666666666,0.2857142857142857,0.4,0.47,True
T1599,15,Tail,48,2,4,0,0,4,0.0,0.0,0.0,0.47,True
T1600,13,Tail,48,2,3,1,1,2,0.5,0.3333333333333333,0.4,0.47,True
T1601,27,Medium,48,3,7,2,1,5,0.6666666666666666,0.2857142857142857,0.4,0.47,True
T1602,14,Tail,48,2,3,0,0,3,0.0,0.0,0.0,0.47,True
T1606,21,Medium,48,3,5,4,1,1,0.8,0.8,0.8000000000000002,0.47,True
T1608,47,Medium,48,6,12,3,2,9,0.6,0.25,0.35294117647058826,0.47,True
T1609,6,Tail,48,1,2,1,1,1,0.5,0.5,0.5,0.47,True
T1610,7,Tail,48,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.47,True
T1611,9,Tail,48,1,2,0,0,2,0.0,0.0,0.0,0.47,True
T1612,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1613,6,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.47,True
T1614,28,Medium,48,4,7,1,0,6,1.0,0.14285714285714285,0.25,0.47,True
T1615,6,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.47,True
T1619,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.47,True
T1620,8,Tail,48,1,2,0,1,2,0.0,0.0,0.0,0.47,True
