stage,epoch,train_loss,val_micro_precision,val_micro_recall,val_micro_f1,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_hamming_loss,val_true_labels_per_sample,val_predicted_labels_per_sample,epoch_seconds
stage1,1,1.3174849222688114,0.6763392857142857,0.23397683397683397,0.3476764199655766,0.17026002317778788,0.07664086882087916,0.09570783623185394,0.276062374878261,0.004670171691448287,1.0,0.34594594594594597,6.574214220046997
stage1,2,0.6870575579358082,0.6389280677009873,0.3498069498069498,0.45209580838323354,0.32790953906262515,0.18063003691083876,0.21479196883079207,0.4002514347858762,0.004509981105725786,1.0,0.5474903474903475,6.086978197097778
stage1,3,0.49381275854858697,0.6730523627075351,0.4069498069498069,0.507218479307026,0.39313916778210317,0.2469582291280048,0.2771153683601664,0.45753922665871094,0.004206029737944632,1.0,0.6046332046332046,5.8199217319488525
stage1,4,0.389714816329526,0.6766467065868264,0.4362934362934363,0.5305164319248826,0.4037851601918851,0.27204625810900934,0.30068971655377374,0.4855543681042213,0.004107450915961554,1.0,0.6447876447876448,5.83727765083313
stage1,5,0.3128056429034355,0.6926713947990544,0.4525096525096525,0.5474077533862681,0.45163270959251256,0.3027387985074669,0.3364468632848595,0.5101786313897427,0.003980119937566746,1.0,0.6532818532818533,5.8896872997283936
stage1,6,0.25935835464327944,0.6970802919708029,0.44247104247104246,0.5413320736891828,0.4553970097854018,0.28534115825241785,0.3290932063397112,0.5069273808673953,0.003988334839398669,1.0,0.6347490347490348,5.907869338989258
stage1,7,0.22488891640130212,0.7024793388429752,0.4594594594594595,0.5555555555555556,0.4316682595455961,0.3005410964606717,0.33611200534195723,0.516611248539702,0.0039102932719954,1.0,0.654054054054054,5.915363073348999
stage1,8,0.19585651378421223,0.7272727272727273,0.46332046332046334,0.5660377358490566,0.45225109742620184,0.3029989855122428,0.34117085357687627,0.5272060942458144,0.00377885484268463,1.0,0.637065637065637,5.962340831756592
stage1,9,0.17739512986850506,0.7415307402760352,0.4563706563706564,0.5650095602294455,0.4659446496739896,0.28955353754860214,0.33513565732792305,0.5271045388614787,0.0037377803335250145,1.0,0.6154440154440154,5.987475395202637
stage1,10,0.161434927005686,0.7360097323600974,0.4671814671814672,0.5715635333018422,0.4728242152952973,0.31934491781179036,0.3620127368139855,0.5373586611861059,0.00372545798077713,1.0,0.6347490347490348,6.031199932098389
stage1,11,0.1527951890054871,0.7595907928388747,0.4586872586872587,0.5719788155994222,0.4834889789616873,0.3144027538248408,0.360766401006325,0.5335225512604046,0.003651523864289822,1.0,0.6038610038610038,6.047900915145874
stage1,12,0.14039775787615308,0.7550505050505051,0.4617760617760618,0.5730713943459511,0.46792749154447877,0.30105178840509733,0.3484394560124512,0.5366038499238623,0.0036597387661217447,1.0,0.6115830115830115,6.056532859802246
stage1,13,0.13225673843978666,0.7594086021505376,0.4362934362934363,0.5541932319764591,0.4707809395270284,0.2887424558584176,0.3356195117210952,0.5170770866013421,0.0037336728826090526,1.0,0.5745173745173745,6.083522081375122
