Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.8155188804756294,0.823943661971831,0.7618336164484116,0.7682926829268293,0.7837966475552285,0.785234899328859,0,0.0,0,0.0,3258
Medium,77,0.7795538511733424,0.8,0.5741196962830593,0.5714285714285714,0.6428521662367328,0.6666666666666666,0,0.0,1,1.2987012987012987,785
Tail,66,0.6435064935064936,1.0,0.4669191919191919,0.5,0.513496436223709,0.5357142857142857,18,27.27272727272727,12,18.181818181818183,172
