minority_threshold,global_threshold,minority_macro_f2,minority_macro_recall,overall_micro_precision,overall_micro_recall,overall_micro_f1,overall_macro_precision,overall_macro_recall,overall_macro_f1,hamming_loss
0.05,0.61,0.016913552664132404,0.9125,0.04157471526773711,0.7749408983451537,0.07891569165583322,0.45612896034936357,0.771983389779563,0.4093127712104242,0.09985801682918172
0.06,0.61,0.025754519925600683,0.8958333333333333,0.061636356790541816,0.7739952718676123,0.11418009346446258,0.45691672938249833,0.7648911911980028,0.41087010462163637,0.06629361284530098
0.07,0.61,0.03921086216687304,0.8958333333333333,0.0895808252161541,0.7739952718676123,0.16057678159792044,0.4581454352344417,0.7648911911980028,0.41328378642167024,0.044669889127847494
0.08,0.61,0.057657796622357003,0.8833333333333332,0.1256822200015374,0.7730496453900709,0.21621264215815922,0.45990190119894486,0.7595720422618325,0.4166962450562254,0.030938759317645587
0.09,0.61,0.08118556621327944,0.8520833333333332,0.17040826981309387,0.7716312056737589,0.27916524119055763,0.4623434426584533,0.7462741699214069,0.42132599792769054,0.021996951537803018
0.1,0.61,0.10836591728926134,0.8229166666666666,0.22139066539665261,0.7692671394799054,0.3438292476754015,0.4654104938786367,0.7338628224036764,0.4269917582595291,0.016208005345248785
0.11,0.61,0.142020099509517,0.7916666666666666,0.2812121212121212,0.7678486997635934,0.41166032953105197,0.4697078033782566,0.7205649500632509,0.4346096271811557,0.012115549245192408
0.12,0.61,0.1839137618865186,0.7791666666666666,0.34364406779661016,0.766903073286052,0.4746159473299195,0.4758549455749435,0.7152458011270807,0.44494213306053565,0.009372455264861253
0.13,0.61,0.2154957488228085,0.7354166666666666,0.4008919722497522,0.7650118203309693,0.5260933181596489,0.48098142345030576,0.696628779850485,0.45342939354472894,0.007608105568663479
0.14,0.61,0.24283731185906907,0.7,0.4555461473327688,0.7631205673758865,0.5705196182396607,0.486338295994309,0.6815578578646693,0.46161291589673875,0.006342262961184307
0.15,0.61,0.2696812052731095,0.6833333333333333,0.5024953212726139,0.7617021276595745,0.6055252772035332,0.4914041462824573,0.6744656592831091,0.46962080298723435,0.0054783580063892424
0.16,0.61,0.30587453653461727,0.6833333333333333,0.5461016949152543,0.7617021276595745,0.6361303060217177,0.500820059939516,0.6744656592831091,0.48223752660452057,0.004810201908420855
0.17,0.61,0.3415254439439697,0.6791666666666666,0.5848165637486379,0.7612293144208038,0.6614626129827444,0.5108339111501172,0.672692609637719,0.4956499746600521,0.004301254880671497
0.18,0.61,0.3621050986008953,0.6604166666666667,0.6144440198700802,0.7602836879432624,0.6796280642434489,0.5204662757703935,0.6647138862334637,0.5058875315317938,0.0039567368926565465
0.19,0.61,0.38739382788698606,0.6604166666666667,0.641660015961692,0.7602836879432624,0.6959532568708072,0.5282735935361453,0.6647138862334637,0.515941355248484,0.0036670285845530662
0.2,0.61,0.4104055704008779,0.6604166666666667,0.6625463535228677,0.7602836879432624,0.7080581241743725,0.5360164549101009,0.6647138862334637,0.5255746685912457,0.003460839788695634
0.21,0.61,0.43413127338472374,0.6604166666666667,0.6813559322033899,0.7602836879432624,0.718659217877095,0.5462035725235316,0.6647138862334637,0.5366762342485061,0.00328597080993047
0.22,0.61,0.44608127965315225,0.6479166666666666,0.6946366782006921,0.759338061465721,0.7255477750169415,0.5569416909573305,0.6593947372972935,0.5450662451992837,0.0031711314805921535
0.23,0.61,0.46577006173164026,0.6479166666666666,0.7093639575971732,0.759338061465721,0.7335007992692395,0.5672373894109236,0.6593947372972935,0.5553453901517045,0.0030458522122230806
0.24,0.61,0.48020910546833023,0.6416666666666666,0.7236248872858431,0.7588652482269503,0.7408262174013386,0.5789366765130581,0.6567351628292084,0.5651125142805308,0.0029310128828847638
0.25,0.61,0.48973306458884514,0.6375,0.7347686669720568,0.7583924349881797,0.7463936714751047,0.5867712178582377,0.6549621131838183,0.5711671717979543,0.0028448833858810267
0.26,0.61,0.4906729206027142,0.6208333333333333,0.7426981919332406,0.7574468085106383,0.75,0.5915887850428262,0.647869914602258,0.5748223375541838,0.002787463721211868
0.27,0.61,0.4935900810566395,0.6145833333333333,0.7505860290670417,0.7569739952718676,0.7537664783427496,0.5972836516419481,0.6452103401341729,0.5781485326356981,0.00273004405654271
0.28,0.61,0.5025195212961273,0.6083333333333333,0.7572172266919073,0.7565011820330969,0.7568590350047304,0.6062855244736081,0.6425507656660877,0.5852691011924368,0.0026830643309043076
0.29,0.61,0.5085510612431084,0.6020833333333333,0.7625178826895566,0.7560283687943262,0.7592592592592593,0.6135993542608422,0.6398911911980026,0.5907559901899642,0.0026465245442966615
