stage,epoch,train_loss,val_micro_precision,val_micro_recall,val_micro_f1,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_hamming_loss,learning_rate,epoch_seconds,amp_skipped_steps,amp_skip_rate
STAGE 1 — GENERIC,1,1.1376247105212096,0.5436507936507936,0.7125295508274232,0.6167382852465726,0.4225205057002996,0.4528143970308554,0.4010735345921963,0.61413823968252,0.004888501451151525,1.8523417465244972e-05,216.69188117980957,2,0.1457725947521866
STAGE 1 — GENERIC,2,0.3296816309929611,0.6037668798862829,0.8033096926713948,0.6893893284641915,0.5157558304212716,0.6477729559591026,0.5454454616057647,0.6984322833518857,0.003995886664021882,1.4819813740045892e-05,226.41208481788635,0,0.0
STAGE 1 — GENERIC,3,0.17909920834089083,0.6616371180686533,0.8293144208037825,0.7360469995803609,0.587202227898491,0.678665254707153,0.6055687882824388,0.7414214832155575,0.003283360825172781,1.1116210014846808e-05,236.07079219818115,0,0.0
STAGE 1 — GENERIC,4,0.10598512342986707,0.6660348749052313,0.8307328605200945,0.7393225331369662,0.5820944263623835,0.6570571355870394,0.5948203051853974,0.7397208642777614,0.0032337711147766898,7.412606289647727e-06,232.84967803955078,0,0.0
STAGE 1 — GENERIC,5,0.06605672029281973,0.6950354609929078,0.8340425531914893,0.758220502901354,0.5922756356727794,0.6693558219791593,0.6082450760065902,0.7557596860924736,0.0029362328524001418,3.7117019840734246e-06,228.41986799240112,1,0.0728862973760933
STAGE 1 — GENERIC,6,0.044547884949970876,0.7049441786283892,0.8359338061465721,0.7648712956954359,0.6120054395196652,0.6714322503164617,0.6204199244617037,0.7635597319468824,0.0028370534316079594,8.098258874342018e-09,228.83394694328308,0,0.0
