Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.8331927160143501,0.8377192982456141,0.7734413789348877,0.7802414673786859,0.797108045180683,0.8207949696833595,0,0.0,0,0.0,1426
Medium,89,0.7614946047177238,0.7857142857142857,0.5842100617060348,0.6,0.6400032571834458,0.6666666666666666,3,3.3707865168539324,3,3.3707865168539324,973
Tail,69,0.46545893719806763,0.25,0.2657004830917874,0.25,0.32084195997239473,0.2857142857142857,32,46.3768115942029,5,7.246376811594203,183
