micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_f1,hamming_loss,avg_predicted_labels,threshold
0.006459512785175344,0.9992331288343558,0.012836047324920451,0.006251034729575435,0.9787234042553191,0.012291971756306865,0.03348657556478985,0.8181447069773518,154.81043745203377,0.05
0.007397517115991023,0.9984662576687117,0.014686225741502124,0.007011503660819253,0.973404255319149,0.013764767128031862,0.0370129242472682,0.7131864273934129,135.07674597083653,0.06
0.008705143400496863,0.9969325153374233,0.017259577405885514,0.00805594231487498,0.9715805471124619,0.01578209696877714,0.04165881792621487,0.6043377802452605,114.61013046815042,0.07
0.010466146042991708,0.9969325153374233,0.02071482065745654,0.009465096082560607,0.9715805471124619,0.018493276214418916,0.04773154376467409,0.5017635244362437,95.32617037605526,0.08
0.012758685040220798,0.9961656441717791,0.0251946817692524,0.011304115962529499,0.969807497467072,0.02201128912625408,0.05548704928077075,0.4103419277934717,78.1373752877974,0.09
0.015668671127297366,0.9930981595092024,0.030850594975760245,0.013603934958530498,0.9615628166160081,0.026376746521916145,0.06495452323840899,0.33214268219003606,63.429777436684574,0.1
0.01943938732828792,0.99079754601227,0.038130653562943616,0.016595984537851317,0.9534276476548066,0.03200767906856098,0.07674387054954039,0.2660921604807237,51.00767459708365,0.11
0.024156945121722496,0.9877300613496932,0.04716048478634982,0.02028536083597893,0.9502952599479508,0.038889480547874354,0.09037720311982105,0.21246387224245195,40.91941673062164,0.12
0.02988382400970466,0.9823619631901841,0.058003169572107764,0.02475220858970279,0.9437479656346991,0.0471215639161805,0.10623172195395973,0.16985352949821197,32.89792785878741,0.13
0.036974741176811765,0.977760736196319,0.07125492497275547,0.03020781448444347,0.9362074387856615,0.05705706997355247,0.12395587730482874,0.13568116131349914,26.464313123561013,0.14
0.04574058757956057,0.9754601226993865,0.0873836430460619,0.03697620769938016,0.9321711434164499,0.06916811155240389,0.14548427258630223,0.10846083506147843,21.34228702993093,0.15
0.055658463438299374,0.9677914110429447,0.10526315789473684,0.044491006223187,0.9215454806631277,0.08238827995780852,0.16710310891862612,0.08758021586845414,17.40138142747506,0.16
0.06794124000864117,0.9647239263803681,0.12694248234106964,0.05397370754607561,0.9114612608049718,0.09873843390891653,0.1923178698728671,0.07063895102953903,14.210283960092095,0.17
0.082114514330688,0.9601226993865031,0.1512899522687451,0.06520923364788574,0.9085675528580721,0.11766591788179116,0.2194393935437947,0.05734311980535915,11.701458173445895,0.18
0.09761269043505576,0.9532208588957055,0.17709075366861377,0.07734863120065329,0.9028870415924547,0.137625449423309,0.24621774154082915,0.04715794973955357,9.772831926323867,0.19
0.11470368989936638,0.9440184049079755,0.20455300764373546,0.0907796374467681,0.8825243440685029,0.1587854347918529,0.27476806491514166,0.039083293871752585,8.236377590176517,0.2
0.1334277311839669,0.9394171779141104,0.23366714353838816,0.10601164500774848,0.8779732884536177,0.1821856214117661,0.3044233220458447,0.03280073806763443,7.046047582501918,0.21
0.15504761904761905,0.9363496932515337,0.2660420525111668,0.1235098116883028,0.870284518656785,0.2082474136432223,0.33715536231640425,0.02750200029392074,6.043745203376822,0.22
0.1791396582203889,0.9325153374233128,0.30054374691052893,0.14419744634775852,0.8619422455773404,0.23780499074464892,0.36883040173739545,0.023105435900785423,5.20951650038373,0.23
0.2050761421319797,0.9294478527607362,0.3360133074577211,0.16653373422313747,0.8593182759601465,0.2689294911141792,0.4005244022979458,0.019553893633350205,4.535686876438987,0.24
0.22838685160554817,0.9217791411042945,0.36607278818334094,0.18663466701332976,0.8449987893002344,0.2946051699467419,0.42989651318384264,0.016994333861302068,4.039140445126631,0.25
0.25371234620280014,0.9171779141104295,0.3974742439348621,0.21196727411362415,0.8416278842006059,0.3244769765792958,0.45802113757425117,0.014802175013471367,3.617805065234075,0.26
0.28005657708628007,0.911042944785276,0.428416877028489,0.22792256192548702,0.8216897371393848,0.3435702205735188,0.48373442790422966,0.012940676997436357,3.2555640828856487,0.27
0.30709275136399067,0.906441717791411,0.458761886279837,0.2520035104489738,0.811881135575464,0.3709857634612337,0.5106134584432106,0.011385346418249212,2.953952417498081,0.28
0.3328607882052736,0.9003067484662577,0.486027737528462,0.2771080862894191,0.8036744486453726,0.3980074678276887,0.5327958906965351,0.01013618327590993,2.706830391404451,0.29
0.35944700460829493,0.897239263803681,0.5132704540469402,0.29898632306726514,0.7986212571560111,0.4200710254360431,0.5557885326609192,0.00905847389820545,2.4980813507290867,0.3
0.38517538054268696,0.8926380368098159,0.5381414701803051,0.32777183027947054,0.790066292617004,0.44603018295970454,0.5764849385154829,0.00815630051762708,2.3192632386799694,0.31
0.4120996441281139,0.8880368098159509,0.5629557608167234,0.3533837305798512,0.7747674071053526,0.4674745586836174,0.5966840005403954,0.007339854019366111,2.1565617805065234,0.32
0.43249341857841295,0.8819018404907976,0.58036840777189,0.36895306489670515,0.7680568089053925,0.4812507694046067,0.6108739117771923,0.006788752633039957,2.0406753645433615,0.33
0.455087440381558,0.8780674846625767,0.599476439790576,0.3889521056445552,0.7634508731824355,0.4974806160661006,0.6269405215774011,0.006245815711696413,1.930928626247122,0.34
0.4811360746078847,0.870398773006135,0.6197106197106197,0.4069036430571596,0.7504377633608151,0.5105489569232464,0.6430858045248771,0.005686549860387649,1.8104374520337683,0.35
0.5035746201966042,0.8642638036809815,0.6363636363636364,0.4249832760168306,0.7354381110176083,0.5223314573611294,0.655633390926909,0.00525791544880064,1.7175748273215656,0.36
0.5271354412458706,0.8565950920245399,0.6526438796377446,0.43870259964940833,0.7223027015720086,0.5309929276941269,0.6673549563763607,0.00485377443216146,1.6262471220260937,0.37
0.5505226480836237,0.848159509202454,0.6676728041050407,0.4551699623178652,0.7107805953855192,0.5405635223320635,0.6787683144808713,0.004494537972926634,1.5418265541059095,0.38
0.5697252462415759,0.8427914110429447,0.6798639034952056,0.4765876970452126,0.7074250073193554,0.5539154297315874,0.6885240584862854,0.0042251106285005145,1.4804297774366846,0.39
0.5905895078420768,0.8374233128834356,0.69267364414843,0.49299466437611505,0.6999608159690566,0.5637780656347673,0.6983648878475884,0.003955683284074395,1.4190330007674596,0.4
0.6129943502824858,0.8320552147239264,0.7059206245933637,0.5142988561569651,0.6950921722940924,0.5759798712094399,0.7084843741849527,0.0036903381721395795,1.3584036838066003,0.41
0.6265969802555168,0.8274539877300614,0.7131526768010575,0.5225544268873965,0.688087285232885,0.5796018703105056,0.7136495843166645,0.003543377802452605,1.3215656178050652,0.42
0.6430713857228554,0.8220858895705522,0.7216425445977785,0.534885027178857,0.6838681302323255,0.5857223062886517,0.7197953132712638,0.0033760062703091067,1.2793553338449732,0.43
0.6594157862026103,0.8136503067484663,0.7284586337109509,0.5468080372492092,0.6750101812930249,0.5898012479198437,0.725479383323269,0.0032290459006221323,1.234842670759785,0.44
0.6730401529636711,0.8098159509202454,0.7351200835363731,0.563226871977628,0.6728594655784794,0.5980090418447717,0.7299629952868654,0.003106578925882987,1.2041442824251727,0.45
0.6847258485639687,0.8044478527607362,0.7397743300423131,0.5710908917678913,0.6643987114560018,0.5985631171624568,0.7334705079077622,0.0030126875785829754,1.1757482732156561,0.46
0.698859825620389,0.799079754601227,0.7456171735241502,0.5853433286412227,0.6587300846672248,0.6037686329001631,0.7391234291396954,0.0029024673013177448,1.1442824251726784,0.47
0.7101648351648352,0.7929447852760736,0.7492753623188406,0.598440181311209,0.6529223386929055,0.6095326095180732,0.7419303652628825,0.0028249048839829524,1.1174213353798925,0.48
0.7261146496815286,0.7868098159509203,0.7552447552447552,0.6038955392572654,0.6398772625064025,0.6079216674608764,0.7443797856572265,0.002714684606717722,1.0844205679201842,0.49
0.7356987690079653,0.7791411042944786,0.7567970204841713,0.6042546378882132,0.6311533104282577,0.6043425192158488,0.7443203530878317,0.002665697816822064,1.0598618572524943,0.5
0.7498132935026139,0.7699386503067485,0.759742716609913,0.6101537437659466,0.615898343617481,0.5984781309236464,0.7447052245356179,0.0025922176319785766,1.0276285495011512,0.51
0.7663839629915189,0.7622699386503068,0.764321414840446,0.6113656646661602,0.6005836273054241,0.5912525864545347,0.7477898266740406,0.0025024085171698697,0.9953952417498081,0.52
0.7762951334379906,0.7584355828220859,0.7672614429790535,0.6176917706619829,0.5965600167111003,0.5923459550564123,0.7490868947959657,0.002449339494782907,0.977743668457406,0.53
0.7837190742218675,0.7530674846625767,0.7680876026593665,0.6224242774247913,0.5905859868009001,0.5900413063524532,0.7482912016004637,0.002420763867343773,0.9616270145817345,0.54
0.7902040816326531,0.7423312883435583,0.7655199683669435,0.6213504351094021,0.5726325435814994,0.5783215253052841,0.7444483271015798,0.002420763867343773,0.9401381427475057,0.55
0.8005029337803856,0.7323619631901841,0.7649179014817782,0.6179954093843256,0.5580606746447995,0.5692624826510786,0.7421990557180678,0.002396270472395944,0.9155794320798158,0.56
0.8075278015397775,0.7239263803680982,0.7634452082490901,0.625110536104139,0.5483490062895141,0.5674155227845216,0.739673696711253,0.0023881060074133344,0.8971603990790483,0.57
0.824669603524229,0.7177914110429447,0.7675276752767528,0.6246273679903596,0.5355830488427056,0.5600259565830376,0.741110564988155,0.002314625822569847,0.8710667689946278,0.58
0.8290062667860341,0.7101226993865031,0.7649731515902519,0.6281850960730122,0.5285262829757493,0.5574301908993508,0.7379703227870288,0.0023227902875524566,0.8572524942440521,0.59
0.8406593406593407,0.7039877300613497,0.7662771285475793,0.630512299615139,0.5147851482239763,0.5504563983603172,0.737357815702353,0.002286050195130713,0.8380660015349194,0.6
0.8463687150837989,0.6970858895705522,0.7645079899074853,0.6345598981074279,0.5095557692383395,0.5483974001195231,0.7347267992565544,0.002286050195130713,0.8242517267843438,0.61
0.8530805687203792,0.6901840490797546,0.7630351844001696,0.6306111676566186,0.49934662997334917,0.540947981983693,0.7323431867835282,0.002281967962639408,0.8096699923254029,0.62
0.8583815028901735,0.683282208588957,0.7608881298035867,0.6321510604665054,0.4937399089857244,0.5371573728445416,0.7289329173375279,0.002286050195130713,0.7966231772831927,0.63
0.865686274509804,0.6771472392638037,0.7598967297762479,0.6312191417154376,0.486857113681249,0.5319872873424808,0.7263994013106552,0.0022778857301481033,0.782808902532617,0.64
0.872,0.6687116564417178,0.7569444444444444,0.6350717104035738,0.47703284949215385,0.5255330694587271,0.7213645761757016,0.002286050195130713,0.7674597083653109,0.65
0.8774062816616008,0.6641104294478528,0.7560017459624618,0.6383710724629091,0.4723659295326806,0.5236339121749221,0.7194239750747289,0.002281967962639408,0.7574827321565618,0.66
0.8828365878725591,0.6587423312883436,0.7545015371102327,0.6368048245193962,0.4682356753406716,0.5209505216889645,0.7169019635237973,0.002281967962639408,0.7467382962394474,0.67
0.8921775898520085,0.647239263803681,0.7502222222222222,0.6305777434722275,0.44814860386905697,0.5050962157684333,0.7118604354024014,0.0022942146601133227,0.726016884113584,0.68
0.8995680345572354,0.6388036809815951,0.747085201793722,0.6333734716425028,0.4435139243790896,0.5029997500617087,0.7073071595512799,0.0023023791250959325,0.7106676899462778,0.69
0.9065934065934066,0.6326687116564417,0.7452574525745257,0.6365692418207295,0.43511726784413524,0.49770796042965604,0.7051330927448366,0.0023023791250959325,0.6983883346124329,0.7
