threshold,micro_f1,macro_f1
0.05,0.035194102609832946,0.027172073225973047
0.06,0.041658443818511276,0.03186143611744321
0.07,0.04895871392035075,0.03659609642789299
0.08,0.05726513144487467,0.04244901442402665
0.09,0.06601452319510293,0.048085763675986846
0.1,0.0759351138322953,0.05491719809772903
0.11,0.08733122665900603,0.06284573768047536
0.12,0.09904381332952762,0.07078911750173655
0.13,0.11301726500411072,0.08044522879985176
0.14,0.12703991965854883,0.08931615527738178
0.15,0.14306110793832097,0.10074481323297213
0.16,0.16084087020288437,0.11327398199383887
0.17,0.17772077684133383,0.12445443211978395
0.18,0.19798104655953852,0.13772571967381012
0.19,0.21726568820062406,0.15088157944646502
0.2,0.240620957309185,0.16600861299839062
0.21,0.26409666283084005,0.18117716787538898
0.22,0.28598756575801054,0.19283988244605804
0.23,0.3065387968613775,0.20620792062177423
0.24,0.3323716099249856,0.22391180696372348
0.25,0.3575020955574183,0.23820866246807895
0.26,0.37955213752544675,0.2510764751042056
0.27,0.4025279533300924,0.2673772946132105
0.28,0.4303267973856209,0.284365241159843
0.29,0.44660194174757284,0.2893449303534518
0.3,0.4618086040386304,0.29924737429896847
0.31,0.4830165160486133,0.3164041250678078
0.32,0.5006510416666666,0.327262700990414
0.33,0.5158217080639673,0.33408535116848076
0.34,0.5307282415630551,0.3445633609792151
0.35,0.5388563049853372,0.3485784694791079
0.36,0.5488266464799394,0.3507908361280721
0.37,0.55546875,0.3481719876278968
0.38,0.5627254509018036,0.35239908915970347
0.39,0.5694387546087669,0.35417222924721403
0.4,0.575859178541492,0.35827233686451154
0.41,0.578138343296328,0.3569574844702393
0.42,0.5851528384279476,0.3628702618111934
0.43,0.5869759143621767,0.36051403840522406
0.44,0.5904761904761905,0.35454254721084033
0.45,0.5890473999079613,0.3533182909953405
0.46,0.5910780669144982,0.3569840745554936
0.47,0.5893446487505893,0.3543959304361558
0.48,0.5900857959961868,0.3542191388748854
0.49,0.5865384615384616,0.3476323178641552
0.5,0.585603112840467,0.34703122862318825
0.51,0.5819793205317577,0.3437243576781038
0.52,0.5807730426164519,0.34291235820902755
0.53,0.5754385964912281,0.33896961066963804
0.54,0.5738866396761133,0.33378120070969713
0.55,0.5670576236613972,0.32682967627155285
0.56,0.564076170869789,0.32294090387258095
0.57,0.5554976550286608,0.31759092710054987
0.58,0.551651809124279,0.307506317847271
0.59,0.5464135021097046,0.3055748588264032
0.6,0.5403397027600849,0.3037535047939702
0.61,0.5323356493853554,0.29600000178398206
0.62,0.5285252960172229,0.29265451020158734
0.63,0.5248917748917749,0.29009760678343993
0.64,0.5209352909189777,0.2871609252055445
0.65,0.5109649122807017,0.2781434139938843
0.66,0.5082690187431091,0.27482814387977517
0.67,0.504164353137146,0.2725085571164053
0.68,0.5008365867261573,0.2652661154306879
0.69,0.49211711711711714,0.25741635819715025
0.7,0.4869762174405436,0.25285000890611004
0.71,0.47254004576659037,0.24559598602536317
0.72,0.4607390300230947,0.2322722036346441
0.73,0.45565217391304347,0.22894120396308362
0.74,0.4428822495606327,0.213391452252665
0.75,0.43591258121677495,0.21138675789731634
0.76,0.4236276849642005,0.2032990326559504
0.77,0.4144144144144144,0.19536575797701586
0.78,0.4043583535108959,0.18350296771251798
0.79,0.39364303178484106,0.17387656650830152
0.8,0.386977886977887,0.1685509991945768
0.81,0.3764705882352941,0.16225872050599965
0.82,0.3706467661691542,0.1595960616855499
0.83,0.35678391959798994,0.15348039777099648
0.84,0.34347275031685676,0.1479118691150786
0.85,0.329923273657289,0.13958652010574737
0.86,0.31504196255648803,0.13123958889365128
0.87,0.2996742671009772,0.12282306230998576
0.88,0.2843976300197498,0.11463411171595021
0.89,0.26976744186046514,0.1067875743857764
0.9,0.2536912751677852,0.09813497017933215
0.91,0.23712737127371275,0.08864924776338372
0.92,0.21780821917808219,0.08009596372332516
0.93,0.19569743233865372,0.07152300980311749
0.94,0.1729957805907173,0.05972577170805115
0.95,0.1406025824964132,0.04496956983207594
