Technique_ID,Original_Train_Support,Stage1_Train_Support,Test_Support,Precision,Recall,F1,TP,FP,FN,Threshold,Support_Bucket,Prediction_Mode
T1001,40,48,11,0.75,0.2727272727272727,0.4,3,1,8,0.6499999761581421,Medium,minority_f2
T1003,107,107,30,0.8947368421052632,0.5666666666666667,0.6938775510204082,17,2,13,0.6499999761581421,Head,minority_f2
T1005,78,78,22,0.6818181818181818,0.6818181818181818,0.6818181818181818,15,7,7,0.6499999761581421,Medium,minority_f2
T1006,3,48,1,1.0,1.0,1.0,1,0,0,0.33000001311302185,Tail,minority_f2
T1007,34,48,10,0.875,0.7,0.7777777777777778,7,1,3,0.6499999761581421,Medium,minority_f2
T1008,31,48,9,0.8571428571428571,0.6666666666666666,0.75,6,1,3,0.6499999761581421,Medium,minority_f2
T1010,17,48,5,0.7142857142857143,1.0,0.8333333333333334,5,2,0,0.33000001311302185,Tail,minority_f2
T1011,5,48,2,0.6666666666666666,1.0,0.8,2,1,0,0.33000001311302185,Tail,minority_f2
T1012,59,59,17,0.6842105263157895,0.7647058823529411,0.7222222222222222,13,6,4,0.6499999761581421,Medium,minority_f2
T1014,19,48,5,0.8333333333333334,1.0,0.9090909090909091,5,1,0,0.33000001311302185,Tail,minority_f2
T1016,136,136,39,0.8,0.8205128205128205,0.810126582278481,32,8,7,0.6499999761581421,Head,minority_f2
T1018,40,48,12,0.75,0.5,0.6,6,2,6,0.6499999761581421,Medium,minority_f2
T1020,18,48,5,0.2727272727272727,0.6,0.375,3,8,2,0.33000001311302185,Tail,minority_f2
T1021,105,105,30,0.6774193548387096,0.7,0.6885245901639344,21,10,9,0.6499999761581421,Head,minority_f2
T1025,18,48,5,0.38461538461538464,1.0,0.5555555555555556,5,8,0,0.33000001311302185,Tail,minority_f2
T1027,344,344,98,0.7889908256880734,0.8775510204081632,0.8309178743961353,86,23,12,0.6499999761581421,Head,minority_f2
T1029,12,48,4,0.5,0.5,0.5,2,2,2,0.33000001311302185,Tail,minority_f2
T1030,9,48,3,1.0,0.6666666666666666,0.8,2,0,1,0.33000001311302185,Tail,minority_f2
T1033,108,108,31,0.7435897435897436,0.9354838709677419,0.8285714285714286,29,10,2,0.6499999761581421,Head,minority_f2
T1036,192,192,55,0.8936170212765957,0.7636363636363637,0.8235294117647058,42,5,13,0.6499999761581421,Head,minority_f2
T1037,32,48,9,1.0,0.5555555555555556,0.7142857142857143,5,0,4,0.6499999761581421,Medium,minority_f2
T1039,10,48,3,0.18181818181818182,0.6666666666666666,0.2857142857142857,2,9,1,0.33000001311302185,Tail,minority_f2
T1040,12,48,4,0.5,0.75,0.6,3,3,1,0.33000001311302185,Tail,minority_f2
T1041,64,64,18,0.6842105263157895,0.7222222222222222,0.7027027027027027,13,6,5,0.6499999761581421,Medium,minority_f2
T1046,31,48,9,0.6363636363636364,0.7777777777777778,0.7,7,4,2,0.6499999761581421,Medium,minority_f2
T1047,59,59,17,0.8421052631578947,0.9411764705882353,0.8888888888888888,16,3,1,0.6499999761581421,Medium,minority_f2
T1048,37,48,11,0.6666666666666666,0.18181818181818182,0.2857142857142857,2,1,9,0.6499999761581421,Medium,minority_f2
T1049,51,51,14,1.0,0.35714285714285715,0.5263157894736842,5,0,9,0.6499999761581421,Medium,minority_f2
T1052,10,48,3,1.0,0.3333333333333333,0.5,1,0,2,0.33000001311302185,Tail,minority_f2
T1053,121,121,35,0.8048780487804879,0.9428571428571428,0.868421052631579,33,8,2,0.6499999761581421,Head,minority_f2
T1055,170,170,49,0.8444444444444444,0.7755102040816326,0.8085106382978723,38,7,11,0.6499999761581421,Head,minority_f2
T1056,100,100,29,0.8387096774193549,0.896551724137931,0.8666666666666667,26,5,3,0.6499999761581421,Head,minority_f2
T1057,144,144,41,0.9,0.8780487804878049,0.8888888888888888,36,4,5,0.6499999761581421,Head,minority_f2
T1059,481,481,138,0.8642857142857143,0.8768115942028986,0.8705035971223022,121,19,17,0.6499999761581421,Head,minority_f2
T1068,26,48,7,1.0,0.42857142857142855,0.6,3,0,4,0.6499999761581421,Medium,minority_f2
T1069,45,48,13,0.75,0.46153846153846156,0.5714285714285714,6,2,7,0.6499999761581421,Medium,minority_f2
T1070,238,238,68,0.8194444444444444,0.8676470588235294,0.8428571428571429,59,13,9,0.6499999761581421,Head,minority_f2
T1071,255,255,73,0.8271604938271605,0.9178082191780822,0.8701298701298701,67,14,6,0.6499999761581421,Head,minority_f2
T1072,7,48,2,0.0,0.0,0.0,0,11,2,0.33000001311302185,Tail,minority_f2
T1074,68,68,20,0.7058823529411765,0.6,0.6486486486486487,12,5,8,0.6499999761581421,Medium,minority_f2
T1078,63,63,18,0.8461538461538461,0.6111111111111112,0.7096774193548387,11,2,7,0.6499999761581421,Medium,minority_f2
T1080,16,48,4,0.2857142857142857,1.0,0.4444444444444444,4,10,0,0.33000001311302185,Tail,minority_f2
T1082,205,205,59,0.803030303030303,0.8983050847457628,0.848,53,13,6,0.6499999761581421,Head,minority_f2
T1083,178,178,51,0.7551020408163265,0.7254901960784313,0.74,37,12,14,0.6499999761581421,Head,minority_f2
