Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.8028099793516557,0.8095238095238095,0.76588465803964,0.7794117647058824,0.7803983405487054,0.7951807228915663,0,0.0,0,0.0,3258
Medium,77,0.7755462611539969,0.7777777777777778,0.5845645555932636,0.5833333333333334,0.6512619511879045,0.6666666666666666,0,0.0,1,1.2987012987012987,785
Tail,66,0.5909090909090909,0.875,0.34065656565656566,0.29166666666666663,0.40959595959595957,0.45,23,34.84848484848485,4,6.0606060606060606,172
