Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,22,0.8518998966861648,0.8571428571428571,0.8306758082129835,0.8420183486238533,0.839462431234356,0.8429702674435977,0,0.0,0,0.0,1258
Medium,25,0.8651344283167812,0.88,0.8127813021246862,0.8333333333333334,0.833175153897815,0.8333333333333334,0,0.0,2,8.0,370
Tail,3,1.0,1.0,0.75,1.0,0.7999999999999999,1.0,0,0.0,2,66.66666666666666,9
