Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,22,0.8351053799771687,0.8373983739837398,0.8167594634503108,0.8260504201680672,0.824171063239272,0.8382695735636911,0,0.0,0,0.0,1258
Medium,25,0.84332316468324,0.8571428571428571,0.7611537039410239,0.8,0.7898797059355753,0.8,0,0.0,3,12.0,370
Tail,3,0.6666666666666666,1.0,0.3055555555555555,0.25,0.4000000000000001,0.4,1,33.33333333333333,0,0.0,9
