Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,45,0.7992045081141422,0.8,0.809681214156706,0.8181818181818182,0.8018714691526122,0.8131539611360239,0,0.0,0,0.0,3258
Medium,77,0.7552433686917623,0.8,0.573356669532336,0.6,0.6242115574725363,0.6666666666666666,3,3.896103896103896,1,1.2987012987012987,785
Tail,66,0.3803030303030303,0.0,0.22297979797979797,0.0,0.2665945165945166,0.0,36,54.54545454545454,1,1.5151515151515151,172
