Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,22,0.8752358367285716,0.8812544045102184,0.8523976873642215,0.8534368803701256,0.862735239203074,0.8697695852534562,0,0.0,1,4.545454545454546,1258
Medium,25,0.8938234257658406,0.8823529411764706,0.8090091292772676,0.8333333333333334,0.842775311458103,0.8333333333333334,0,0.0,3,12.0,370
Tail,3,1.0,1.0,0.6388888888888888,0.6666666666666666,0.7333333333333334,0.8,0,0.0,1,33.33333333333333,9
