Frequency_Group,n_labels,mean_precision,median_precision,mean_recall,median_recall,mean_f1,median_f1,f1_zero_count,f1_zero_percentage,f1_one_count,f1_one_percentage,total_test_support
Head,30,0.776548957942809,0.7729235458470917,0.599314722295727,0.6238920225624496,0.6661671600272442,0.6841742961382253,0,0.0,0,0.0,1426
Medium,89,0.48738189320994235,0.5,0.38351146399406244,0.375,0.3760839816827144,0.375,6,6.741573033707865,0,0.0,973
Tail,69,0.26256038647342994,0.0,0.13019323671497585,0.0,0.16534391534391535,0.0,46,66.66666666666666,1,1.4492753623188406,183
